!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Quantity' name='Quantity' date='2020-07-18 12:18:40' objTablesVersion='1.0.5' level='1.0' version='0.1'											
!Reference	!QuantityType	!Mean	!Std	!Sign	!Unit	!Compound:SBML:species:id	!Reaction:SBML:reaction:id	!Organism	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound	!UseAsPriorInformation
Brenda	Michaelis constant	1.9		0	mM	Pyr	v36	Arthrobacter globiformis	R00344	C00022	False
Brenda	Michaelis constant	0.2		0	mM	Pyr	v36	nan	R00344	C00022	False
Brenda	Michaelis constant	0.3		0	mM	Pyr	v36	Apis mellifera	R00344	C00022	False
Brenda	Michaelis constant	0.5		0	mM	Pyr	v36	Methanocaldococcus jannaschii	R00344	C00022	False
Brenda	Michaelis constant	0.3		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	0.4		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	0.5		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	0.3		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	0.3		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	1.2		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	0.6		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	0.4		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	0.0		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	1.2		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	1.6		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	16.2		0	mM	Pyr	v36	Geobacillus thermodenitrificans	R00344	C00022	False
Brenda	Michaelis constant	0.1		0	mM	Pyr	v36	Homo sapiens	R00344	C00022	False
Brenda	Michaelis constant	0.2		0	mM	Pyr	v36	Homo sapiens	R00344	C00022	False
Brenda	Michaelis constant	0.2		0	mM	Pyr	v36	Homo sapiens	R00344	C00022	False
Brenda	Michaelis constant	0.1		0	mM	Pyr	v36	Homo sapiens	R00344	C00022	False
Brenda	Michaelis constant	0.5		0	mM	Pyr	v36	Saccharomyces cerevisiae	R00344	C00022	False
Brenda	Michaelis constant	0.5		0	mM	Pyr	v36	Saccharomyces cerevisiae	R00344	C00022	False
Brenda	Michaelis constant	0.5		0	mM	Pyr	v36	Saccharomyces cerevisiae	R00344	C00022	False
yeastGFP	concentration of enzyme	89800.0		0	molecules/cell	nan	v2	Saccharomyces cerevisiae	R00756	nan	False
yeastGFP	concentration of enzyme	90200.0		0	molecules/cell	nan	v2	Saccharomyces cerevisiae	R00756	nan	False
Brenda	inhibitory constant	0.4		0	mM	Cit_cyt	v2	Aspergillus niger	R00756	C00158	False
Brenda	inhibitory constant	0.3		0	mM	Cit_cyt	v2	Aspergillus niger	R00756	C00158	False
Brenda	inhibitory constant	0.2		0	mM	PEP	v2	Aspergillus niger	R00756	C00074	False
Brenda	inhibitory constant	0.8		0	mM	PEP	v2	Mus musculus	R00756	C00074	False
Brenda	inhibitory constant	1.3		0	mM	Cit_cyt	v2	Citrus x paradisi	R00756	C00158	False
Brenda	inhibitory constant	3.9		0	mM	OG_cyt	v2	Citrus x paradisi	R00756	C00026	False
Brenda	inhibitory constant	3.2		0	mM	Suc	v2	Citrus x paradisi	R00756	C00042	False
Brenda	inhibitory constant	3.6		0	mM	IsoCitcyt	v2	Citrus x paradisi	R00756	C00311	False
Brenda	inhibitory constant	0.2		0	mM	IsoCitcyt	v2	Rattus norvegicus	R00756	C00311	False
Brenda	inhibitory constant	1.5		0	mM	Suc	v2	Rattus norvegicus	R00756	C00042	False
Brenda	inhibitory constant	0.0		0	mM	Cit_cyt	v2	Rattus norvegicus	R00756	C00158	False
Brenda	inhibitory constant	0.8		0	mM	PEP	v2	nan	R00756	C00074	False
Brenda	inhibitory constant	2.4		0	mM	Cit_cyt	v2	nan	R00756	C00158	False
NIST	equilibrium constant	1000.0		0	dimensionless	nan	v2	nan	R00756	nan	False
NIST	equilibrium constant	150.0		0	dimensionless	nan	v2	nan	R00756	nan	False
NIST	equilibrium constant	2290.0		0	dimensionless	nan	v2	nan	R00756	nan	False
NIST	equilibrium constant	2700.0		0	dimensionless	nan	v2	nan	R00756	nan	False
NIST	equilibrium constant	2800.0		0	dimensionless	nan	v2	nan	R00756	nan	False
NIST	equilibrium constant	2900.0		0	dimensionless	nan	v2	nan	R00756	nan	False
NIST	equilibrium constant	4800.0		0	dimensionless	nan	v2	nan	R00756	nan	False
NIST	equilibrium constant	800.0		0	dimensionless	nan	v2	nan	R00756	nan	False
yeastGFP	concentration of enzyme	3480.0		0	molecules/cell	nan	v20	Saccharomyces cerevisiae	R00258	nan	False
yeastGFP	concentration of enzyme	9960.0		0	molecules/cell	nan	v20	Saccharomyces cerevisiae	R00258	nan	False
Brenda	inhibitory constant	17.0		0	mM	Suc	v20	Trichoderma viride	R00258	C00042	False
NIST	equilibrium constant	0.5		0	dimensionless	nan	v20	nan	R00258	nan	False
NIST	equilibrium constant	0.6		0	dimensionless	nan	v20	nan	R00258	nan	False
NIST	equilibrium constant	0.7		0	dimensionless	nan	v20	nan	R00258	nan	False
NIST	equilibrium constant	0.7		0	dimensionless	nan	v20	nan	R00258	nan	False
NIST	equilibrium constant	0.7		0	dimensionless	nan	v20	nan	R00258	nan	False
NIST	equilibrium constant	0.7		0	dimensionless	nan	v20	nan	R00258	nan	False
NIST	equilibrium constant	0.8		0	dimensionless	nan	v20	nan	R00258	nan	False
NIST	equilibrium constant	1.0		0	dimensionless	nan	v20	nan	R00258	nan	False
NIST	equilibrium constant	2.2		0	dimensionless	nan	v20	nan	R00258	nan	False
Brenda	Michaelis constant	0.1		0	mM	OG	v20	Chlamydomonas reinhardtii	R00258	C00026	False
Brenda	Michaelis constant	2.7		0	mM	Ala	v20	Chlamydomonas reinhardtii	R00258	C00041	False
Brenda	Michaelis constant	0.2		0	mM	Pyr	v20	Chlamydomonas reinhardtii	R00258	C00022	False
Brenda	Michaelis constant	0.5		0	mM	Glu	v20	Chlamydomonas reinhardtii	R00258	C00025	False
Brenda	Michaelis constant	1.6		0	mM	OG	v20	Schistocerca gregaria	R00258	C00026	False
Brenda	Michaelis constant	19.1		0	mM	Ala	v20	Schistocerca gregaria	R00258	C00041	False
Brenda	Michaelis constant	0.2		0	mM	OG	v20	nan	R00258	C00026	False
Brenda	Michaelis constant	6.9		0	mM	Ala	v20	nan	R00258	C00041	False
Brenda	Michaelis constant	0.1		0	mM	Pyr	v20	Lycopersicon esculentum	R00258	C00022	False
Brenda	Michaelis constant	0.3		0	mM	OG	v20	Lycopersicon esculentum	R00258	C00026	False
Brenda	Michaelis constant	0.2		0	mM	Pyr	v20	Candida maltosa	R00258	C00022	False
Brenda	Michaelis constant	0.4		0	mM	OG	v20	Candida maltosa	R00258	C00026	False
Brenda	Michaelis constant	2.6		0	mM	Ala	v20	Candida maltosa	R00258	C00041	False
Brenda	Michaelis constant	6.3		0	mM	Glu	v20	Candida maltosa	R00258	C00025	False
Brenda	Michaelis constant	0.2		0	mM	OG	v20	Panicum miliaceum	R00258	C00026	False
Brenda	Michaelis constant	0.3		0	mM	Pyr	v20	Panicum miliaceum	R00258	C00022	False
Brenda	Michaelis constant	0.3		0	mM	OG	v20	Clarias batrachus	R00258	C00026	False
Brenda	Michaelis constant	18.5		0	mM	Ala	v20	Clarias batrachus	R00258	C00041	False
Brenda	Michaelis constant	0.2		0	mM	OG	v20	Homo sapiens	R00258	C00026	False
Brenda	Michaelis constant	0.2		0	mM	OG	v20	Homo sapiens	R00258	C00026	False
Brenda	Michaelis constant	5.1		0	mM	Ala	v20	Homo sapiens	R00258	C00041	False
Brenda	Michaelis constant	8.3		0	mM	Ala	v20	Trichoderma viride	R00258	C00041	False
Brenda	Michaelis constant	1.9		0	mM	OG	v20	Trichoderma viride	R00258	C00026	False
Brenda	Michaelis constant	0.3		0	mM	OG	v20	Atriplex spongiosa	R00258	C00026	False
Brenda	Michaelis constant	0.0		0	mM	Pyr	v20	Atriplex spongiosa	R00258	C00022	False
Brenda	Michaelis constant	0.0		0	mM	Pyr	v20	Atriplex spongiosa	R00258	C00022	False
Brenda	Michaelis constant	0.1		0	mM	OG	v20	Atriplex spongiosa	R00258	C00026	False
Brenda	Michaelis constant	0.5		0	mM	Pyr	v20	Atriplex spongiosa	R00258	C00022	False
Brenda	Michaelis constant	0.0		0	mM	OG	v20	Atriplex spongiosa	R00258	C00026	False
Brenda	Michaelis constant	0.9		0	mM	Pyr	v20	Lagenorhynchus obliquidens	R00258	C00022	False
Brenda	Michaelis constant	0.5		0	mM	OG	v20	Lagenorhynchus obliquidens	R00258	C00026	False
Brenda	Michaelis constant	8.2		0	mM	Ala	v20	Lagenorhynchus obliquidens	R00258	C00041	False
Brenda	Michaelis constant	0.9		0	mM	OG	v20	Pyrococcus furiosus	R00258	C00026	False
Brenda	Michaelis constant	1.1		0	mM	OG	v20	Pyrococcus furiosus	R00258	C00026	False
Brenda	Michaelis constant	5.4		0	mM	Pyr	v20	Pyrococcus furiosus	R00258	C00022	False
Brenda	Michaelis constant	5.6		0	mM	Pyr	v20	Pyrococcus furiosus	R00258	C00022	False
Brenda	Michaelis constant	3.2		0	mM	Ala	v20	Pyrococcus furiosus	R00258	C00041	False
Brenda	Michaelis constant	0.3		0	mM	OG	v20	Labeo rohita	R00258	C00026	False
Brenda	Michaelis constant	23.6		0	mM	Ala	v20	Labeo rohita	R00258	C00041	False
Brenda	Michaelis constant	0.4		0	mM	OG	v20	Sus scrofa	R00258	C00026	False
Brenda	Michaelis constant	0.4		0	mM	Pyr	v20	Sus scrofa	R00258	C00022	False
Brenda	Michaelis constant	0.5		0	mM	Pyr	v20	Bos taurus	R00258	C00022	False
Brenda	Michaelis constant	0.0		0	mM	OG	v20	Bos taurus	R00258	C00026	False
Brenda	Michaelis constant	0.7		0	mM	OG	v20	Bos taurus	R00258	C00026	False
Brenda	Michaelis constant	0.6		0	mM	Ala	v20	Bos taurus	R00258	C00041	False
Brenda	Michaelis constant	6.6		0	mM	Glu	v20	Bos taurus	R00258	C00025	False
Brenda	Michaelis constant	30.3		0	mM	Ala	v20	Bos taurus	R00258	C00041	False
Brenda	Michaelis constant	0.2		0	mM	OG	v20	Bombyx mori	R00258	C00026	False
Brenda	Michaelis constant	1.4		0	mM	OG	v20	Oryctolagus cuniculus	R00258	C00026	False
Brenda	Michaelis constant	0.5		0	mM	OG	v20	Oryctolagus cuniculus	R00258	C00026	False
Brenda	Michaelis constant	0.1		0	mM	Pyr	v20	Hordeum vulgare	R00258	C00022	False
Brenda	Michaelis constant	5.0		0	mM	OG	v20	Hordeum vulgare	R00258	C00026	False
yeastGFP	concentration of enzyme	2310.0		0	molecules/cell	nan	v27	Saccharomyces cerevisiae	R00351	nan	False
Brenda	product catalytic rate constant	78.0		0	1/s	nan	v27	Acinetobacter calcoaceticus subsp. anitratus	R00351	C00024	False
Brenda	product catalytic rate constant	0.2		0	1/s	nan	v27	Thermoplasma acidophilum	R00351	C00024	False
Brenda	product catalytic rate constant	0.0		0	1/s	nan	v27	Thermoplasma acidophilum	R00351	C00024	False
Brenda	product catalytic rate constant	170.0		0	1/s	nan	v27	Azotobacter vinelandii	R00351	C00036	False
Brenda	product catalytic rate constant	174.0		0	1/s	nan	v27	Azotobacter vinelandii	R00351	C00024	False
Brenda	product catalytic rate constant	111.0		0	1/s	nan	v27	Azotobacter vinelandii	R00351	C00036	False
Brenda	product catalytic rate constant	18.0		0	1/s	nan	v27	Arthrobacter sp.	R00351	C00024	False
Brenda	product catalytic rate constant	15.0		0	1/s	nan	v27	Arthrobacter sp.	R00351	C00024	False
Brenda	product catalytic rate constant	7.0		0	1/s	nan	v27	Arthrobacter sp.	R00351	C00024	False
Brenda	product catalytic rate constant	13.0		0	1/s	nan	v27	Arthrobacter sp.	R00351	C00024	False
Brenda	product catalytic rate constant	21.0		0	1/s	nan	v27	nan	R00351	C00024	False
Brenda	product catalytic rate constant	22.0		0	1/s	nan	v27	nan	R00351	C00024	False
Brenda	product catalytic rate constant	3.0		0	1/s	nan	v27	Escherichia coli	R00351	C00024	False
Brenda	product catalytic rate constant	3.0		0	1/s	nan	v27	Escherichia coli	R00351	C00036	False
Brenda	product catalytic rate constant	81.0		0	1/s	nan	v27	Escherichia coli	R00351	C00024	False
Brenda	product catalytic rate constant	81.0		0	1/s	nan	v27	Escherichia coli	R00351	C00036	False
Brenda	product catalytic rate constant	84.0		0	1/s	nan	v27	Escherichia coli	R00351	C00024	False
Brenda	product catalytic rate constant	84.0		0	1/s	nan	v27	Escherichia coli	R00351	C00036	False
Brenda	product catalytic rate constant	67.0		0	1/s	nan	v27	Escherichia coli	R00351	C00024	False
Brenda	product catalytic rate constant	67.0		0	1/s	nan	v27	Escherichia coli	R00351	C00036	False
Brenda	product catalytic rate constant	121.0		0	1/s	nan	v27	Escherichia coli	R00351	C00024	False
Brenda	product catalytic rate constant	121.0		0	1/s	nan	v27	Escherichia coli	R00351	C00036	False
Brenda	product catalytic rate constant	54.0		0	1/s	nan	v27	Escherichia coli	R00351	C00024	False
Brenda	product catalytic rate constant	54.0		0	1/s	nan	v27	Escherichia coli	R00351	C00036	False
Brenda	product catalytic rate constant	95.0		0	1/s	nan	v27	Escherichia coli	R00351	C00024	False
Brenda	product catalytic rate constant	95.0		0	1/s	nan	v27	Escherichia coli	R00351	C00036	False
Brenda	product catalytic rate constant	118.0		0	1/s	nan	v27	Escherichia coli	R00351	C00024	False
Brenda	product catalytic rate constant	118.0		0	1/s	nan	v27	Escherichia coli	R00351	C00036	False
Brenda	product catalytic rate constant	108.0		0	1/s	nan	v27	Escherichia coli	R00351	C00024	False
Brenda	product catalytic rate constant	108.0		0	1/s	nan	v27	Escherichia coli	R00351	C00036	False
Brenda	product catalytic rate constant	124.0		0	1/s	nan	v27	Escherichia coli	R00351	C00024	False
Brenda	product catalytic rate constant	124.0		0	1/s	nan	v27	Escherichia coli	R00351	C00036	False
Brenda	product catalytic rate constant	167.0		0	1/s	nan	v27	Sus scrofa	R00351	C00036	False
Brenda	product catalytic rate constant	0.3		0	1/s	nan	v27	Sus scrofa	R00351	C00036	False
Brenda	substrate catalytic rate constant	6.0		0	1/s	nan	v27	Arthrobacter sp.	R00351	C00100	False
Brenda	substrate catalytic rate constant	8.0		0	1/s	nan	v27	Arthrobacter sp.	R00351	C00100	False
Brenda	substrate catalytic rate constant	4.0		0	1/s	nan	v27	Arthrobacter sp.	R00351	C00100	False
Brenda	substrate catalytic rate constant	12.0		0	1/s	nan	v27	nan	R00351	C00100	False
Brenda	inhibitory constant	0.3		0	mM	OG_cyt	v27	Methanosarcina barkeri	R00351	C00026	False
Brenda	inhibitory constant	0.1		0	mM	NADH_cyt	v27	Methanosarcina barkeri	R00351	C00004	False
Brenda	inhibitory constant	0.1		0	mM	CoA_cyt	v27	Dictyostelium discoideum	R00351	C00010	False
Brenda	inhibitory constant	10.0		0	mM	NADH_cyt	v27	Halobacterium salinarum	R00351	C00004	False
Brenda	inhibitory constant	20.0		0	mM	OG_cyt	v27	Haloferax volcanii	R00351	C00026	False
Brenda	inhibitory constant	5.2		0	mM	NADH_cyt	v27	Natronomonas pharaonis	R00351	C00004	False
Brenda	inhibitory constant	0.4		0	mM	OG_cyt	v27	Drosophila melanogaster	R00351	C00026	False
Brenda	inhibitory constant	3.2		0	mM	NADH_cyt	v27	Natronobacterium gregoryi	R00351	C00004	False
Brenda	inhibitory constant	2.2		0	mM	OG_cyt	v27	Sulfolobus acidocaldarius	R00351	C00026	False
Brenda	inhibitory constant	4.4		0	mM	NADH_cyt	v27	Sulfolobus acidocaldarius	R00351	C00004	False
Brenda	inhibitory constant	0.8		0	mM	NADPH	v27	Sulfolobus acidocaldarius	R00351	C00005	False
Brenda	inhibitory constant	4.6		0	mM	NADH_cyt	v27	Sulfolobus acidocaldarius	R00351	C00004	False
Brenda	inhibitory constant	5.4		0	mM	OG_cyt	v27	Thermoplasma acidophilum	R00351	C00026	False
Brenda	inhibitory constant	5.4		0	mM	NADH_cyt	v27	Thermoplasma acidophilum	R00351	C00004	False
Brenda	inhibitory constant	4.9		0	mM	NADPH	v27	Thermoplasma acidophilum	R00351	C00005	False
Brenda	inhibitory constant	10.4		0	mM	NADH_cyt	v27	Thermoplasma acidophilum	R00351	C00004	False
Brenda	inhibitory constant	0.0		0	mM	NADH_cyt	v27	Azotobacter vinelandii	R00351	C00004	False
Brenda	inhibitory constant	0.7		0	mM	NADH_cyt	v27	Azotobacter vinelandii	R00351	C00004	False
Brenda	inhibitory constant	0.4		0	mM	NADH_cyt	v27	Hyphomicrobium sp.	R00351	C00004	False
Brenda	inhibitory constant	3.5		0	mM	NADH_cyt	v27	Sulfolobus solfataricus	R00351	C00004	False
Brenda	inhibitory constant	3.0		0	mM	NADH_cyt	v27	Sulfolobus solfataricus	R00351	C00004	False
Brenda	inhibitory constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	inhibitory constant	0.4		0	mM	NADH_cyt	v27	Escherichia coli	R00351	C00004	False
Brenda	inhibitory constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	inhibitory constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	inhibitory constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	inhibitory constant	0.0		0	mM	NADH_cyt	v27	Escherichia coli	R00351	C00004	False
Brenda	inhibitory constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	inhibitory constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	inhibitory constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	inhibitory constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	inhibitory constant	0.1		0	mM	NADH_cyt	v27	Escherichia coli	R00351	C00004	False
Brenda	inhibitory constant	0.2		0	mM	NADH_cyt	v27	Escherichia coli	R00351	C00004	False
Brenda	inhibitory constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	inhibitory constant	0.8		0	mM	OG_cyt	v27	Escherichia coli	R00351	C00026	False
Brenda	inhibitory constant	0.0		0	mM	NADH_cyt	v27	Escherichia coli	R00351	C00004	False
Brenda	inhibitory constant	0.0		0	mM	NADH_cyt	v27	Escherichia coli	R00351	C00004	False
Brenda	inhibitory constant	0.1		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	inhibitory constant	0.6		0	mM	NADH_cyt	v27	Escherichia coli	R00351	C00004	False
Brenda	inhibitory constant	0.8		0	mM	NADH_cyt	v27	Escherichia coli	R00351	C00004	False
Brenda	inhibitory constant	0.1		0	mM	NADH_cyt	v27	Escherichia coli	R00351	C00004	False
Brenda	inhibitory constant	0.2		0	mM	NADH_cyt	v27	Escherichia coli	R00351	C00004	False
Brenda	inhibitory constant	0.0		0	mM	NADH_cyt	v27	Mesorhizobium ciceri	R00351	C00004	False
Brenda	substrate catalytic rate constant	942.0		0	1/s	nan	v27	Acinetobacter calcoaceticus subsp. anitratus	R00351	C00158	False
Brenda	substrate catalytic rate constant	2100.0		0	1/s	nan	v27	Azotobacter vinelandii	R00351	C00158	False
Brenda	substrate catalytic rate constant	117.0		0	1/s	nan	v27	Sus scrofa	R00351	C00158	False
NIST	equilibrium constant	0.0		0	dimensionless	nan	v27	nan	R00351	nan	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Methanosarcina barkeri	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Methanosarcina barkeri	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Saccharomyces cerevisiae	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Saccharomyces cerevisiae	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Saccharomyces cerevisiae	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Saccharomyces cerevisiae	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Tetrahymena pyriformis	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Tetrahymena pyriformis	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Pisum sativum	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Pisum sativum	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Pyrococcus furiosus	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Pyrococcus furiosus	R00351	C00036	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Bacillus megaterium	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Bacillus megaterium	R00351	C00036	False
Brenda	Michaelis constant	0.9		0	mM	Acetyl_CoA_cyt	v27	Pseudomonas aeruginosa	R00351	C00024	False
Brenda	Michaelis constant	1.0		0	mM	OXA_cyt	v27	Pseudomonas aeruginosa	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Pseudomonas aeruginosa	R00351	C00036	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Pseudomonas aeruginosa	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v27	Pseudomonas sp.	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Pseudomonas sp.	R00351	C00024	False
Brenda	Michaelis constant	0.5		0	mM	Acetyl_CoA_cyt	v27	Pseudomonas sp.	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Acinetobacter calcoaceticus subsp. anitratus	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Acinetobacter calcoaceticus subsp. anitratus	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Acinetobacter calcoaceticus subsp. anitratus	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Dictyostelium discoideum	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v27	Halobacterium salinarum	R00351	C00036	False
Brenda	Michaelis constant	0.2		0	mM	Acetyl_CoA_cyt	v27	Halobacterium salinarum	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Haloferax volcanii	R00351	C00036	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Haloferax volcanii	R00351	C00024	False
Brenda	Michaelis constant	0.2		0	mM	OXA_cyt	v27	Natronomonas pharaonis	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Drosophila melanogaster	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Drosophila melanogaster	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v27	Natronobacterium gregoryi	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Thermoplasma acidophilum	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Thermoplasma acidophilum	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Thermoplasma acidophilum	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Thermoplasma acidophilum	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Thermoplasma acidophilum	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Azotobacter vinelandii	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Lycopersicon esculentum	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Lycopersicon esculentum	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Arthrobacter sp.	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Arthrobacter sp.	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Arthrobacter sp.	R00351	C00024	False
Brenda	Michaelis constant	1.2		0	mM	Acetyl_CoA_cyt	v27	Arthrobacter sp.	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Arthrobacter sp.	R00351	C00036	False
Brenda	Michaelis constant	0.2		0	mM	Acetyl_CoA_cyt	v27	Arthrobacter sp.	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	nan	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Cupriavidus necator	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v27	Cupriavidus necator	R00351	C00036	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Hyphomicrobium sp.	R00351	C00024	False
Brenda	Michaelis constant	0.6		0	mM	Acetyl_CoA_cyt	v27	Bacillus subtilis	R00351	C00024	False
Brenda	Michaelis constant	0.4		0	mM	Acetyl_CoA_cyt	v27	Nitrobacter winogradskyi	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Nitrobacter winogradskyi	R00351	C00036	False
Brenda	Michaelis constant	10.0		0	mM	Acetyl_CoA_cyt	v27	Yarrowia lipolytica	R00351	C00024	False
Brenda	Michaelis constant	5.0		0	mM	OXA_cyt	v27	Yarrowia lipolytica	R00351	C00036	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Methylobacterium extorquens	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Anthocidaris crassispina	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Anthocidaris crassispina	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Escherichia coli	R00351	C00024	False
Brenda	Michaelis constant	0.2		0	mM	Acetyl_CoA_cyt	v27	Escherichia coli	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Escherichia coli	R00351	C00024	False
Brenda	Michaelis constant	0.2		0	mM	Acetyl_CoA_cyt	v27	Escherichia coli	R00351	C00024	False
Brenda	Michaelis constant	0.7		0	mM	Acetyl_CoA_cyt	v27	Escherichia coli	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
